Fiscal Year,Eff. Date,Job Code,Title,Union Code,SetID,Grade,Biweekly Min,Biweekly Max,Extended Range,Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 7,Step 8,Step 9,Step 10,Step 11,Step 12,Step 13,Step 14,Step 15,Step 16,Step 17,Step 18,Step 19,Step 20
FY18-19,2018/07/01,1326,Customer Service Agent Supervisor,790,COMMN,1326P,"2,971","3,610",,37.1375,38.9875,40.9375,42.975,45.125,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1360,Special Assistant I,21,COMMN,1360P,"1,755","2,131",,21.9375,23.025,24.175,25.375,26.6375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1360,Special Assistant I,21,SFMTA,1360P,"1,755","2,131",,21.9375,23.025,24.175,25.375,26.6375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1361,Special Assistant II,21,COMMN,1361P,"1,886","2,293",,23.575,24.7625,26,27.3,28.6625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1361,Special Assistant II,21,SFMTA,1361P,"1,886","2,293",,23.575,24.7625,26,27.3,28.6625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1362,Special Assistant III,21,COMMN,1362P,"2,030","2,468",,25.375,26.6375,27.975,29.3625,30.85,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1362,Special Assistant III,21,SFMTA,1362P,"2,030","2,468",,25.375,26.6375,27.975,29.3625,30.85,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1363,Special Assistant IV,21,COMMN,1363P,"2,184","2,654",,27.3,28.6625,30.0875,31.6,33.175,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1363,Special Assistant IV,21,SFMTA,1363P,"2,184","2,654",,27.3,28.6625,30.0875,31.6,33.175,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1364,Special Assistant V,21,COMMN,1364P,"2,349","2,857",,29.3625,30.85,32.375,34,35.7125,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1364,Special Assistant V,21,SFMTA,1364P,"2,349","2,857",,29.3625,30.85,32.375,34,35.7125,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1365,Special Assistant VI,21,COMMN,1365P,"2,515","3,057",,31.4375,33.025,34.6625,36.4,38.2125,,,,,,,,,,,,,,,
FY18-19,2018/07/01,7420,Bridgetender,39,COMMN,7420P,"2,931","2,931",,36.6375,,,,,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1365,Special Assistant VI,21,SFMTA,1365P,"2,515","3,057",,31.4375,33.025,34.6625,36.4,38.2125,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1366,Special Assistant VII,21,COMMN,1366P,"2,707","3,290",,33.8375,35.525,37.3,39.1625,41.125,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1366,Special Assistant VII,21,SFMTA,1366P,"2,707","3,290",,33.8375,35.525,37.3,39.1625,41.125,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1367,Special Assistant VIII,21,COMMN,1367P,"2,912","3,540",,36.4,38.2125,40.15,42.1375,44.25,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1367,Special Assistant VIII,21,SFMTA,1367P,"2,912","3,540",,36.4,38.2125,40.15,42.1375,44.25,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1368,Special Assistant IX,21,COMMN,1368P,"3,133","3,808",,39.1625,41.125,43.1875,45.3375,47.6,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1368,Special Assistant IX,21,SFMTA,1368P,"3,133","3,808",,39.1625,41.125,43.1875,45.3375,47.6,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1369,Special Assistant X,21,COMMN,1369P,"3,389","4,117",,42.3625,44.475,46.6875,49.025,51.4625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1369,Special Assistant X,21,SFMTA,1369P,"3,389","4,117",,42.3625,44.475,46.6875,49.025,51.4625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1370,Special Assistant XI,21,COMMN,1370P,"3,645","4,430",,45.5625,47.8375,50.2375,52.75,55.375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1370,Special Assistant XI,21,SFMTA,1370P,"3,645","4,430",,45.5625,47.8375,50.2375,52.75,55.375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1371,Special Assistant XII,21,COMMN,1371P,"3,921","4,766",,49.0125,51.4625,54.0375,56.725,59.575,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1371,Special Assistant XII,21,SFMTA,1371P,"3,921","4,766",,49.0125,51.4625,54.0375,56.725,59.575,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1372,Special Assistant XIII,351,COMMN,1372P,"4,198","5,103",,52.475,55.1,57.85,60.75,63.7875,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1372,Special Assistant XIII,351,SFMTA,1372P,"4,198","5,103",,52.475,55.1,57.85,60.75,63.7875,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1373,Special Assistant XIV,351,COMMN,1373P,"4,518","5,491",,56.475,59.2875,62.2625,65.3625,68.6375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1373,Special Assistant XIV,351,SFMTA,1373P,"4,518","5,491",,56.475,59.2875,62.2625,65.3625,68.6375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1374,Special Assistant XV,351,COMMN,1374P,"4,860","5,908",,60.75,63.7875,66.9875,70.325,73.85,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1374,Special Assistant XV,351,SFMTA,1374P,"4,860","5,908",,60.75,63.7875,66.9875,70.325,73.85,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1375,Special Assistant XVI,351,COMMN,1375P,"5,229","6,356",,65.3625,68.6375,72.075,75.6625,79.45,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1375,Special Assistant XVI,351,SFMTA,1375P,"5,229","6,356",,65.3625,68.6375,72.075,75.6625,79.45,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1376,Special Assistant XVII,351,COMMN,1376P,"5,626","6,838",,70.325,73.8375,77.5375,81.4125,85.475,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1376,Special Assistant XVII,351,SFMTA,1376P,"5,626","6,838",,70.325,73.8375,77.5375,81.4125,85.475,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1377,Special Assistant XVIII,351,COMMN,1377P,"6,053","7,358",,75.6625,79.45,83.425,87.6,91.975,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1377,Special Assistant XVIII,351,SFMTA,1377P,"6,053","7,358",,75.6625,79.45,83.425,87.6,91.975,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1378,Special Assistant XIX,351,COMMN,1378P,"6,470","7,865",,80.875,84.925,89.1875,93.6375,98.3125,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1378,Special Assistant XIX,351,SFMTA,1378P,"6,470","7,865",,80.875,84.925,89.1875,93.6375,98.3125,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1379,Special Assistant XX,351,COMMN,1379P,"6,873","8,354",,85.9125,90.2125,94.725,99.4625,104.425,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1379,Special Assistant XX,351,SFMTA,1379P,"6,873","8,354",,85.9125,90.2125,94.725,99.4625,104.425,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1380,Special Assistant XXI,351,COMMN,1380P,"7,337","8,918",,91.7125,96.3,101.125,106.1625,111.475,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1380,Special Assistant XXI,351,SFMTA,1380P,"7,337","8,918",,91.7125,96.3,101.125,106.1625,111.475,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1381,Special Assistant XXII,351,COMMN,1381P,"7,883","9,581",,98.5375,103.45,108.625,114.05,119.7625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1381,Special Assistant XXII,351,SFMTA,1381P,"7,883","9,581",,98.5375,103.45,108.625,114.05,119.7625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1402,Junior Clerk,790,COMMN,1402P,"1,767","2,147",,22.0875,23.175,24.3375,25.5625,26.8375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1402,Junior Clerk,790,SFMTA,1402P,"1,767","2,147",,22.0875,23.175,24.3375,25.5625,26.8375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1403,Elections Clerk,790,COMMN,1403P,"2,131","2,590",,26.6375,27.975,29.3625,30.85,32.375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1403,Elections Clerk,790,SFMTA,1403P,"2,131","2,590",,26.6375,27.975,29.3625,30.85,32.375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1404,Clerk,790,COMMN,1404P,"1,924","2,338",,24.05,25.25,26.5125,27.8375,29.225,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1404,Clerk,790,SFMTA,1404P,"1,924","2,338",,24.05,25.25,26.5125,27.8375,29.225,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1406,Senior Clerk,790,COMMN,1406P,"1,995","2,941",,24.9375,26.1875,27.5,28.875,30.3375,30.4,33.3375,31.7625,36.7625,35.4375,,,,,,,,,,
FY18-19,2018/07/01,1406,Senior Clerk,790,SFMTA,1406P,"1,995","2,941",,24.9375,26.1875,27.5,28.875,30.3375,30.4,33.3375,31.7625,36.7625,35.4375,,,,,,,,,,
FY18-19,2018/07/01,1408,Principal Clerk,790,COMMN,1408P,"2,634","3,202",,32.925,34.575,36.3,38.1125,40.025,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1408,Principal Clerk,790,SFMTA,1408P,"2,634","3,202",,32.925,34.575,36.3,38.1125,40.025,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1410,Chief Clerk,790,COMMN,1410P,"3,020","3,671",,37.75,39.6375,41.6125,43.7,45.8875,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1410,Chief Clerk,790,SFMTA,1410P,"3,020","3,671",,37.75,39.6375,41.6125,43.7,45.8875,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1422,Junior Clerk Typist,790,COMMN,1422P,"1,828","2,222",,22.85,23.9875,25.1875,26.45,27.775,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1422,Junior Clerk Typist,790,SFMTA,1422P,"1,828","2,222",,22.85,23.9875,25.1875,26.45,27.775,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1424,Clerk Typist,790,COMMN,1424P,"2,001","2,941",,25.0125,26.25,27.5625,28.9375,30.4,33.3375,36.7625,,,,,,,,,,,,,
FY18-19,2018/07/01,1424,Clerk Typist,790,SFMTA,1424P,"2,001","2,941",,25.0125,26.25,27.5625,28.9375,30.4,33.3375,36.7625,,,,,,,,,,,,,
FY18-19,2018/07/01,1426,Senior Clerk Typist,790,COMMN,1426P,"2,195","2,941",,27.4375,28.8,30.2375,31.7625,33.3375,36.7625,,,,,,,,,,,,,,
FY18-19,2018/07/01,1426,Senior Clerk Typist,790,SFMTA,1426P,"2,195","2,941",,27.4375,28.8,30.2375,31.7625,33.3375,36.7625,,,,,,,,,,,,,,
FY18-19,2018/07/01,1428,Unit Clerk,250,COMMN,1428P,"2,333","2,835",,29.1625,30.6125,32.15,33.75,35.4375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1428,Unit Clerk,250,SFMTA,1428P,"2,333","2,835",,29.1625,30.6125,32.15,33.75,35.4375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1429,Nurses Staffing Assistant,250,COMMN,1429P,"2,147","2,609",,26.8375,28.175,29.575,31.05,32.6125,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1429,Nurses Staffing Assistant,250,SFMTA,1429P,"2,147","2,609",,26.8375,28.175,29.575,31.05,32.6125,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1430,Transcriber Typist,790,COMMN,1430P,"2,195","2,667",,27.4375,28.8,30.2375,31.7625,33.3375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1430,Transcriber Typist,790,SFMTA,1430P,"2,195","2,667",,27.4375,28.8,30.2375,31.7625,33.3375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1431,Senior Unit Clerk,250,COMMN,1431P,"2,427","2,948",,30.3375,31.8375,33.4375,35.1,36.85,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1431,Senior Unit Clerk,250,SFMTA,1431P,"2,427","2,948",,30.3375,31.8375,33.4375,35.1,36.85,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1432,Senior Transcriber Typist,790,COMMN,1432P,"2,419","2,941",,30.2375,31.7625,33.3375,35.0125,36.7625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1432,Senior Transcriber Typist,790,SFMTA,1432P,"2,419","2,941",,30.2375,31.7625,33.3375,35.0125,36.7625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1434,Shelter Service Representative,856,COMMN,1434P,"1,985","2,534",,24.8125,26.0625,27.3625,28.725,30.15,31.675,,,,,,,,,,,,,,
FY18-19,2018/07/01,1435,Shelter Officer Supervisor,790,COMMN,1435P,"2,310","2,808",,28.875,30.3375,31.8375,33.4375,35.1,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1435,Shelter Officer Supervisor,790,SFMTA,1435P,"2,310","2,808",,28.875,30.3375,31.8375,33.4375,35.1,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1436,Braillist,790,COMMN,1436P,"2,100","2,553",,26.25,27.5625,28.9375,30.4,31.9125,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1436,Braillist,790,SFMTA,1436P,"2,100","2,553",,26.25,27.5625,28.9375,30.4,31.9125,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1437,Shelter Office Assistant Supervisor,790,COMMN,1437P,"2,178","2,648",,27.225,28.6,30.025,31.5125,33.1,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1440,Medical Transcriber Typist,790,COMMN,1440P,"2,333","2,835",,29.1625,30.6125,32.15,33.75,35.4375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1440,Medical Transcriber Typist,790,SFMTA,1440P,"2,333","2,835",,29.1625,30.6125,32.15,33.75,35.4375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1441,Senior Medical Transcriber Typist,790,COMMN,1441P,"2,427","2,948",,30.3375,31.8375,33.4375,35.1,36.85,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1441,Senior Medical Transcriber Typist,790,SFMTA,1441P,"2,427","2,948",,30.3375,31.8375,33.4375,35.1,36.85,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1444,Secretary I,790,COMMN,1444P,"2,090","2,541",,26.125,27.4375,28.8,30.2375,31.7625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1444,Secretary I,790,SFMTA,1444P,"2,090","2,541",,26.125,27.4375,28.8,30.2375,31.7625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1446,Secretary II,790,COMMN,1446P,"2,419","2,941",,30.2375,31.7625,33.3375,35.0125,36.7625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1446,Secretary II,790,SFMTA,1446P,"2,419","2,941",,30.2375,31.7625,33.3375,35.0125,36.7625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1450,Executive Secretary I,790,COMMN,1450P,"2,634","3,202",,32.925,34.575,36.3,38.1125,40.025,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1450,Executive Secretary I,790,SFMTA,1450P,"2,634","3,202",,32.925,34.575,36.3,38.1125,40.025,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1452,Executive Secretary II,22,COMMN,1452P,"2,898","3,523",,36.225,38.0375,39.9375,41.9375,44.0375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1452,Executive Secretary II,22,SFMTA,1452P,"2,898","3,523",,36.225,38.0375,39.9375,41.9375,44.0375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1454,Executive Secretary III,22,COMMN,1454P,"3,150","3,827",,39.375,41.3375,43.4,45.5625,47.8375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1454,Executive Secretary III,22,SFMTA,1454P,"3,150","3,827",,39.375,41.3375,43.4,45.5625,47.8375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1458,Legal Secretary I,790,COMMN,1458P,"2,808","3,413",,35.1,36.85,38.7,40.6375,42.6625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1458,Legal Secretary I,790,SFMTA,1458P,"2,808","3,413",,35.1,36.85,38.7,40.6375,42.6625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1460,Legal Secretary II,790,COMMN,1460P,"3,020","3,671",,37.75,39.6375,41.6125,43.7,45.8875,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1460,Legal Secretary II,790,SFMTA,1460P,"3,020","3,671",,37.75,39.6375,41.6125,43.7,45.8875,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1464,Medical Clerk Stenographer,790,COMMN,1464P,"2,700","3,282",,33.75,35.4375,37.2125,39.0625,41.025,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1464,Medical Clerk Stenographer,790,SFMTA,1464P,"2,700","3,282",,33.75,35.4375,37.2125,39.0625,41.025,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1466,Meter Reader,38,COMMN,1466P,"2,310","2,808",,28.875,30.3375,31.8375,33.4375,35.1,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1466,Meter Reader,38,SFMTA,1466P,"2,310","2,808",,28.875,30.3375,31.8375,33.4375,35.1,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1470,Services And Supply Assistant Supervisor,790,COMMN,1470P,"2,298","2,792",,28.725,30.15,31.675,33.2375,34.9,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1470,Services And Supply Assistant Supervisor,790,SFMTA,1470P,"2,298","2,792",,28.725,30.15,31.675,33.2375,34.9,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1471,Elections Worker,790,COMMN,1471P,"2,227","2,707",,27.8375,29.225,30.675,32.225,33.8375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1471,Elections Worker,790,SFMTA,1471P,"2,227","2,707",,27.8375,29.225,30.675,32.225,33.8375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1474,Claims Process Clerk,790,COMMN,1474P,"2,270","2,760",,28.375,29.7875,31.3,32.8625,34.5,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1474,Claims Process Clerk,790,SFMTA,1474P,"2,270","2,760",,28.375,29.7875,31.3,32.8625,34.5,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1476,Senior Claims Process Clerk,790,COMMN,1476P,"2,534","3,079",,31.675,33.2375,34.9,36.65,38.4875,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1476,Senior Claims Process Clerk,790,SFMTA,1476P,"2,534","3,079",,31.675,33.2375,34.9,36.65,38.4875,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1478,Utility Services Representative,790,COMMN,1478P,"2,484","3,020",,31.05,32.6125,34.2375,35.95,37.75,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1478,Utility Services Representative,790,SFMTA,1478P,"2,484","3,020",,31.05,32.6125,34.2375,35.95,37.75,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1480,Utility Services Representative Supervisor,790,COMMN,1480P,"2,727","3,317",,34.0875,35.8,37.6,39.475,41.4625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1480,Utility Services Representative Supervisor,790,SFMTA,1480P,"2,727","3,317",,34.0875,35.8,37.6,39.475,41.4625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1492,"Assistant Clerk, Board of Supervisors",22,COMMN,1492P,"3,610","4,389",,45.125,47.3875,49.7625,52.25,54.8625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1492,"Assistant Clerk, Board of Supervisors",22,SFMTA,1492P,"3,610","4,389",,45.125,47.3875,49.7625,52.25,54.8625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1522,Confidential Secretary To City Attorney,22,COMMN,1522P,"3,372","4,097",,42.15,44.25,46.45,48.7875,51.2125,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1543,"Secretary, Commission on the Environment",22,COMMN,1543P,"3,627","4,408",,45.3375,47.6,49.975,52.475,55.1,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1544,"Secretary, Library Commission",22,COMMN,1544P,"3,455","4,198",,43.1875,45.3375,47.6,49.975,52.475,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1548,"Secretary, Human Services Commission",22,COMMN,1548P,"3,423","4,160",,42.7875,44.925,47.175,49.5125,52,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1549,"Secretary, Juvenile Probation Commission",22,COMMN,1549P,"2,842","3,455",,35.525,37.3,39.1625,41.125,43.1875,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1551,"Secretary, Health Commission",22,COMMN,1551P,"4,282","5,204",,53.525,56.2,58.9875,61.95,65.05,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1555,"Secretary, Building Inspection Commission",22,COMMN,1555P,"3,423","4,160",,42.7875,44.925,47.175,49.5125,52,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1574,Executive Assistant To The Controller,22,COMMN,1574P,"3,455","4,198",,43.1875,45.3375,47.6,49.975,52.475,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1630,Account Clerk,790,COMMN,1630P,"2,064","2,509",,25.8,27.0875,28.4375,29.875,31.3625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1630,Account Clerk,790,SFMTA,1630P,"2,064","2,509",,25.8,27.0875,28.4375,29.875,31.3625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1632,Senior Account Clerk,790,COMMN,1632P,"2,390","2,904",,29.875,31.3625,32.925,34.575,36.3,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1632,Senior Account Clerk,790,SFMTA,1632P,"2,390","2,904",,29.875,31.3625,32.925,34.575,36.3,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1634,Principal Account Clerk,790,COMMN,1634P,"2,700","3,282",,33.75,35.4375,37.2125,39.0625,41.025,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1634,Principal Account Clerk,790,SFMTA,1634P,"2,700","3,282",,33.75,35.4375,37.2125,39.0625,41.025,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1635,Health Care Billing Clerk I,790,COMMN,1635P,"2,254","2,739",,28.175,29.575,31.05,32.6125,34.2375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1635,Health Care Billing Clerk I,790,SFMTA,1635P,"2,254","2,739",,28.175,29.575,31.05,32.6125,34.2375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1636,Health Care Billing Clerk II,790,COMMN,1636P,"2,534","3,079",,31.675,33.2375,34.9,36.65,38.4875,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1636,Health Care Billing Clerk II,790,SFMTA,1636P,"2,534","3,079",,31.675,33.2375,34.9,36.65,38.4875,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1637,Patient Accounts Clerk,790,COMMN,1637P,"2,629","3,195",,32.8625,34.5,36.225,38.0375,39.9375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1637,Patient Accounts Clerk,790,SFMTA,1637P,"2,629","3,195",,32.8625,34.5,36.225,38.0375,39.9375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1649,Accountant Intern,21,COMMN,1649P,"2,512","2,637",,31.4,32.9625,,,,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1649,Accountant Intern,21,SFMTA,1649P,"2,512","2,637",,31.4,32.9625,,,,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1650,Accountant I,21,COMMN,1650P,"2,604","3,164",,32.55,34.175,35.8875,37.675,39.55,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1650,Accountant I,21,SFMTA,1650P,"2,604","3,164",,32.55,34.175,35.8875,37.675,39.55,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1652,Accountant II,21,COMMN,1652P,"2,885","3,505",,36.0625,37.8625,39.75,41.725,43.8125,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1652,Accountant II,21,SFMTA,1652P,"2,885","3,505",,36.0625,37.8625,39.75,41.725,43.8125,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1654,Accountant III,21,COMMN,1654P,"3,490","4,242",,43.625,45.8,48.0875,50.4875,53.025,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1654,Accountant III,21,SFMTA,1654P,"3,490","4,242",,43.625,45.8,48.0875,50.4875,53.025,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1657,Accountant IV,21,COMMN,1657P,"4,039","5,279",6,50.4875,53.025,55.6625,58.4375,61.3625,62.8375,64.4375,65.9875,,,,,,,,,,,,
FY18-19,2018/07/01,1657,Accountant IV,21,SFMTA,1657P,"4,039","5,279",6,50.4875,53.025,55.6625,58.4375,61.3625,62.8375,64.4375,65.9875,,,,,,,,,,,,
FY18-19,2018/07/01,1662,Patient Accounts Assistant Supervisor,790,COMMN,1662P,"2,727","3,317",,34.0875,35.8,37.6,39.475,41.4625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1662,Patient Accounts Assistant Supervisor,790,SFMTA,1662P,"2,727","3,317",,34.0875,35.8,37.6,39.475,41.4625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1663,Patient Accounts Supervisor,790,COMMN,1663P,"3,112","3,783",,38.9,40.8375,42.8875,45.0375,47.2875,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1663,Patient Accounts Supervisor,790,SFMTA,1663P,"3,112","3,783",,38.9,40.8375,42.8875,45.0375,47.2875,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1664,Patient Accounts Manager,790,COMMN,1664P,"3,564","4,330",,44.55,46.775,49.1,51.5625,54.125,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1664,Patient Accounts Manager,790,SFMTA,1664P,"3,564","4,330",,44.55,46.775,49.1,51.5625,54.125,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1670,Financial Systems Supervisor,21,COMMN,1670P,"4,698","6,147",6,58.725,61.675,64.7375,67.975,71.375,73.1875,74.9625,76.8375,,,,,,,,,,,,
FY18-19,2018/07/01,1670,Financial Systems Supervisor,21,SFMTA,1670P,"4,698","6,147",6,58.725,61.675,64.7375,67.975,71.375,73.1875,74.9625,76.8375,,,,,,,,,,,,
FY18-19,2018/07/01,1684,Auditor II,21,COMMN,1684P,"3,681","4,475",,46.0125,48.3125,50.7375,53.275,55.9375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1684,Auditor II,21,SFMTA,1684P,"3,681","4,475",,46.0125,48.3125,50.7375,53.275,55.9375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1686,Auditor III,21,COMMN,1686P,"4,136","5,412",6,51.7,54.3,57.0125,59.85,62.8375,64.4375,65.9875,67.65,,,,,,,,,,,,
FY18-19,2018/07/01,1686,Auditor III,21,SFMTA,1686P,"4,136","5,412",6,51.7,54.3,57.0125,59.85,62.8375,64.4375,65.9875,67.65,,,,,,,,,,,,
FY18-19,2018/07/01,1704,Communications Dispatcher I,790,COMMN,1704P,"2,126","2,583",,26.575,27.9,29.2875,30.7625,32.2875,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1704,Communications Dispatcher I,790,SFMTA,1704P,"2,126","2,583",,26.575,27.9,29.2875,30.7625,32.2875,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1705,Communications Dispatcher II,790,COMMN,1705P,"2,357","2,864",,29.4625,30.925,32.475,34.0875,35.8,,,,,,,,,,,,,,,
